time,renew_node_132,renew_node_140,renew_node_143,renew_node_17,renew_node_148,renew_node_150,renew_node_24,renew_node_153,renew_node_154,renew_node_155,renew_node_25,renew_node_159,renew_node_168,renew_node_41,renew_node_171,renew_node_175,renew_node_185,renew_node_190,renew_node_202,renew_node_212,renew_node_86,renew_node_88,renew_node_93,renew_node_95,renew_node_97,renew_node_99,renew_node_111,renew_node_121,renew_node_123
2012-01-03 23:00:00,29.740298,54.172365,559.899645,31.438623,12.297343,266.541929,445.397196,69.861563,0.718070,120.203923,304.903722,122.878704,92.358835,48.664568,6.747647,12.786446,258.610458,36.060444,312.674862,35.681923,9.815130,302.886027,7.419199,94.305128,5.467681,23.433717,22.851925,169.463107,396.260967
2012-01-04 00:00:00,32.758092,51.244129,540.547773,38.897165,15.503060,287.952008,502.392467,89.935207,0.532762,133.514640,290.178749,140.700806,74.896914,58.640568,6.265672,13.210641,245.157758,29.835725,329.507963,33.441802,8.422594,313.042292,7.641775,81.618339,5.313117,28.361368,26.392364,181.582937,485.282946
2012-01-04 01:00:00,36.834074,46.956355,565.987874,46.052162,36.524159,240.389111,590.804645,110.669168,0.810724,197.080104,241.752254,117.407006,83.733067,48.396226,3.614811,12.150154,225.686744,22.967069,389.686301,21.441156,6.738075,313.533724,10.461070,82.675572,8.307784,29.894415,25.058952,198.350489,745.559069
2012-01-04 02:00:00,44.176067,38.067068,624.043487,68.427789,69.579837,196.213886,697.288494,133.648208,0.880215,256.570859,195.330567,98.177896,93.621143,41.735037,3.193083,14.422626,327.644050,27.474624,459.122845,20.401100,4.626812,302.558406,8.235311,75.063499,12.384394,33.836535,24.783073,210.291561,938.502891
2012-01-04 03:00:00,50.877922,48.734213,777.336400,77.620876,79.669965,283.344776,780.974234,176.832955,2.339518,312.937670,157.446600,114.905658,147.689982,36.668113,9.157521,10.332176,374.905509,43.143746,461.437397,25.121354,20.393908,282.409687,10.238494,62.940567,10.587594,40.570991,21.426553,231.528077,807.044588
2012-01-04 04:00:00,54.784072,77.911993,887.794271,65.435699,84.136948,436.874011,861.045640,216.451989,6.532120,320.679618,122.466148,286.716976,317.891116,51.142783,25.183183,17.482890,427.654254,72.120889,472.799740,23.521268,45.077724,252.596135,22.702748,66.605640,6.684868,40.297233,14.483614,199.995068,626.360149
2012-01-04 05:00:00,49.852395,63.793712,635.132762,68.991516,121.659610,536.607036,1006.731115,219.621511,10.469923,264.991925,76.770340,497.142848,501.556864,42.161226,31.388609,16.664799,609.265705,86.716783,477.639257,23.681276,101.228352,182.812767,57.498790,59.205013,7.187199,39.311703,20.185101,192.093940,659.366179
2012-01-04 06:00:00,50.342297,41.936522,615.128580,59.278065,86.974797,576.446043,977.260389,225.300240,6.949064,195.178573,43.967525,627.838263,649.036461,55.499391,22.050347,26.148585,784.150806,98.951577,448.181329,53.442880,120.903532,174.294609,89.104577,60.967067,6.993995,23.597972,28.783310,213.616470,548.088706
2012-01-04 07:00:00,57.099489,30.118999,634.045578,43.753890,50.450637,614.783523,773.745565,219.753575,2.339518,122.784572,36.570473,671.305096,659.345306,32.753480,9.157521,61.803623,842.653647,105.820233,380.428095,74.003989,147.316788,178.226067,113.291164,82.323161,8.133900,18.068053,45.380950,254.587930,536.206535
2012-01-04 08:00:00,56.112839,35.645165,719.403543,63.010080,64.785327,680.072792,571.432454,247.267194,7.764768,184.022932,39.343165,734.271651,709.329783,4.607038,21.743564,59.863686,935.601523,180.339223,347.196437,125.420609,142.902605,175.605667,158.187155,75.380398,11.030117,18.561009,38.570748,286.576953,531.105754
2012-01-04 09:00:00,55.313334,96.506045,891.630907,80.162042,83.542590,807.646881,696.711662,284.245423,19.572197,279.730925,11.446466,924.323103,832.119224,3.482429,54.579696,55.622141,794.887361,331.355897,435.047731,226.870143,163.335071,161.867288,225.374966,37.098799,42.563050,10.850307,71.504307,321.658686,532.872310
2012-01-04 10:00:00,41.313624,127.260917,966.949151,95.829920,101.931690,968.598923,820.656261,330.526245,30.826029,342.864845,8.748274,1104.516330,853.827748,3.458889,81.426164,79.928179,679.304305,476.171817,549.465921,356.894202,184.125162,151.473597,288.277192,49.688300,90.366224,24.585642,103.062980,327.140773,523.801070
