Time,flow_89_94,flow_20_23,flow_49_64,flow_101_532,flow_26_28,flow_172_176,flow_122_130,flow_105_116,flow_193_194,flow_187_191
2012-01-01 00:00:00,0.29663300539432846,0.14448229654057107,0.3419257119648305,0.42979417429101135,0.10719081221036862,0.5011294844873794,0.9545219521720231,0.15736492439234792,0.5550811593823449,0.2159954103019401
2012-01-01 01:00:00,0.28687983746026485,0.14081410750260825,0.3457230787357113,0.4353469458107909,0.10939853146833746,0.4843240813633038,0.9570068059726622,0.1681602478370891,0.5262818775174817,0.16188619070222252
2012-01-01 02:00:00,0.2212613154937432,0.1390968698997762,0.32917156711049517,0.4027321169820073,0.25800376637325256,0.4732159953283124,0.9645638536235513,0.15139794858574496,0.5127168566820904,0.11449420819821604
2012-01-01 03:00:00,0.1391925832648134,0.15958369014705595,0.3226606897888692,0.3803440407114504,0.2986602311409789,0.4163566811267715,0.7565908561787539,0.061981733204408314,0.5181291236504519,0.07898514146303946
2012-01-01 04:00:00,0.09038666499438112,0.16750352967501922,0.2886629517617262,0.31407019982615514,0.28754345223358374,0.39940374297031517,0.7244273818925554,0.06357539226497577,0.5152289651812815,0.06234968979328344
2012-01-01 05:00:00,0.0796945437291311,0.15816584881330986,0.28519009767021436,0.3101773172995423,0.3301828612331545,0.354321333292024,0.7263724577599,0.07097527750682528,0.5091422587483682,0.05778692623391562
2012-01-01 06:00:00,0.06790244437442788,0.17703580405309574,0.30404907309139223,0.31132635556945093,0.30630596493300455,0.37918791867434154,0.8676380930710658,0.10471431124382832,0.5127292890337367,0.06176638493397035
2012-01-01 07:00:00,0.02983671384593453,0.1957725049886616,0.260244288489126,0.3162513029772664,0.13379658257479027,0.3827265151872725,0.8379640643695855,0.12557057337748073,0.5097141442591506,0.0652510206718107
2012-01-01 08:00:00,0.1025924245370617,0.18690635280385023,0.16908830868534636,0.4718987483723832,0.019754398925763274,0.2418447134586717,0.366245336201608,0.11139713839833366,0.3849683165497463,0.12743854240254948
2012-01-01 09:00:00,0.27457185512880766,0.08566465385950506,0.06188084159621583,0.640687078341959,0.08055363431174108,0.03369339938017664,0.012660520915460901,0.02872901238870321,0.24230618307477356,0.17245760402802754
2012-01-01 10:00:00,0.2790481584600089,0.020957575400877712,0.14463778132018945,0.6335824808914208,0.19362890003175473,0.12152947259790992,0.020844662948747268,0.3317946401075736,0.10180969799097685,0.23936768780880985
2012-01-01 11:00:00,0.2854193354727429,0.08345149332196831,0.11246317596529545,0.4608742991250457,0.46358016485823783,0.14183990962180704,0.03189368463328046,0.47091889140492466,0.020477459262848503,0.28463331776847756
2012-01-01 12:00:00,0.3718934192232509,0.09046024559473963,0.14252975348715305,0.15215749719160282,0.5631967409002364,0.19541567048495986,0.04004546076364057,0.40478655477814107,0.023694620266639002,0.28262832382342107
2012-01-01 13:00:00,0.4698699383790666,0.08111099213160866,0.3013407527112655,0.061543332453555144,0.7576790895869475,0.24811285488059343,0.04304128289528615,0.38238807885867115,0.06416144462522934,0.28296611431633956
2012-01-01 14:00:00,0.5722794432845301,0.04574537104801216,0.5325813711077548,0.2920155535946492,0.6836336355278512,0.2903008355344725,0.04575919939616776,0.37935816375337755,0.13098570009543797,0.26651887991659395
2012-01-01 15:00:00,0.6360427811862599,0.05036918616541376,0.409348821758794,0.1596970428333097,0.8063350340738148,0.21822220826404948,0.021886706821820607,0.5073455419445587,0.26676568070897033,0.2527952496033592
2012-01-01 16:00:00,0.7345587308972904,0.1940492426614511,0.24828131386746624,0.6898276337290173,0.9547524090247607,0.025836442567894836,0.011386178810378842,0.3885852868470196,0.6189409504946622,0.20867619656176883
2012-01-01 17:00:00,0.7402066573176952,0.1716147785925421,0.3123302215659843,0.7775042461666166,1.169571179524488,0.10167066252789952,0.006996135322049421,0.30823181845319414,0.7334610887137595,0.13538975793144586
2012-01-01 18:00:00,0.7337712964953499,0.23380308802328031,0.31581667575199046,0.8407410552366061,1.212859917717814,0.05109770245524947,0.006686971178546698,0.2565924570987954,0.7381189081699348,0.20978036505395545
2012-01-01 19:00:00,0.7052986412924206,0.19405587032568716,0.26121217342004294,0.8748303522673948,0.9476594037891503,0.01342586682902583,0.007139787988736572,0.23586230337252206,0.7175317441460561,0.26571964860198766
2012-01-01 20:00:00,0.7368212765283354,0.06665830729270372,0.15685491482857894,0.87545035636295,1.8020820891312328,0.032931958522019036,0.006504164333011671,0.24501154528044242,0.7166572492711052,0.26920918276843436
2012-01-01 21:00:00,0.7519917692226644,0.10702305962397911,0.00694179156782825,0.8347640196156769,0.9675078279450167,0.04399175138835807,0.007187622344888901,0.20885512646930926,0.6312371091902804,0.390285507947706
2012-01-01 22:00:00,0.702764600052094,0.06570963225075739,0.058614676474525666,0.777182769178951,0.6296296170287993,0.12758219769787174,0.011032033859745792,0.19964772299268635,0.5415673003248621,0.42063760926800875
2012-01-01 23:00:00,0.6727751473233827,0.03910802447029019,0.6205791557306941,0.3043090262277996,0.47092848778370927,0.3450832850360559,0.03698018311245313,0.1350718951775638,0.41509480646310826,0.4673481643961633
2012-01-02 00:00:00,0.7381993554522843,0.043851058467738166,0.7100396772265054,0.42148097970147547,0.8777885755453193,0.38351110998939997,0.03739432171219251,0.10284662832537605,0.37895917454944056,0.37692644900917704
2012-01-02 01:00:00,0.771718230190657,0.008372498888512141,0.6793361826306491,0.4512756581953585,0.4713056813268379,0.04803117788734305,0.049236562220310746,0.09795300822320242,0.3390834881105012,0.49947341166211245
2012-01-02 02:00:00,0.7005843130359898,0.04543155586449421,0.7114897238665807,0.500669125530999,0.2113586258481483,0.11035894149591038,0.06136523585367404,0.07320422793657966,0.27129187709496183,0.5070041755252211
2012-01-02 03:00:00,0.7561343264532591,0.09258542804348874,0.8040450200125272,0.5553504927480877,0.4861306843496513,0.005330115855529692,0.06797342986354066,0.02011196802860999,0.2723258500224311,0.5613561214590215
