,time,prod_gen_44,export_node_127,load_node_153,prod_gen_30,prod_gen_4,prod_gen_20,prod_gen_13,load_node_98,prod_gen_33,prod_gen_29,prod_gen_21,prod_gen_40,load_node_134,prod_gen_41,prod_gen_25,prod_gen_42,prod_gen_22,load_node_63,prod_gen_16,prod_gen_15
0,2012-01-01 00:00:00,0.0,1668.821392,55.093,0.0,240.0,0.0,60.0,28.1763,0.0,132.0,0.0,206.0,2.0251,0.0,957.0,0.0,191.6,9.6344,0.0,139.0
1,2012-01-01 01:00:00,0.0,1667.3315890000001,51.368,0.0,240.0,0.0,60.0,26.2146,0.0,132.0,0.0,206.0,1.8834,0.0,957.0,0.0,191.6,8.9604,0.0,139.0
2,2012-01-01 02:00:00,0.0,1668.543575,48.0104,0.0,240.0,0.0,60.0,24.4661,0.0,132.0,0.0,206.0,1.7574,0.0,957.0,0.0,191.6,8.3607,0.0,139.0
3,2012-01-01 03:00:00,0.0,1668.607764,45.6761,0.0,240.0,0.0,60.0,23.3269,0.0,132.0,0.0,206.0,1.6761,0.0,957.0,0.0,191.6,7.9743,0.0,139.0
4,2012-01-01 04:00:00,0.0,1667.464172,44.6987,0.0,240.0,0.0,60.0,22.899,0.0,132.0,0.0,206.0,1.6463,0.0,957.0,0.0,191.6,7.8321,0.0,139.0
5,2012-01-01 05:00:00,0.0,1667.794269,44.4467,0.0,240.0,0.0,60.0,22.8241,0.0,132.0,0.0,206.0,1.6415,0.0,957.0,0.0,191.6,7.8096,0.0,139.0
6,2012-01-01 06:00:00,0.0,1668.256322,44.5355,0.0,240.0,0.0,60.0,22.9061,0.0,132.0,0.0,206.0,1.6479,0.0,957.0,0.0,191.6,7.8397,0.0,139.0
7,2012-01-01 07:00:00,0.0,1667.979369,43.7847,0.0,240.0,0.0,60.0,22.514,0.0,132.0,0.0,206.0,1.6196,0.0,957.0,0.0,191.6,7.7052,0.0,139.0
8,2012-01-01 08:00:00,0.0,1669.093335,44.0983,0.0,48.0,0.0,60.0,22.7774,0.0,132.0,0.0,206.0,1.6398,0.0,191.4,0.0,191.6,7.8012,0.0,139.0
9,2012-01-01 09:00:00,0.0,1672.425214,46.6644,0.0,0.0,0.0,0.0,24.1631,0.0,0.0,0.0,206.0,1.7402,0.0,0.0,0.0,0.0,8.2791,0.0,0.0
10,2012-01-01 10:00:00,0.0,1251.077291,50.0138,0.0,0.0,0.0,0.0,25.8698,0.0,0.0,0.0,0.0,1.8628,0.0,0.0,0.0,0.0,8.8624,0.0,0.0
11,2012-01-01 11:00:00,0.0,16.944381,51.8567,0.0,0.0,0.0,0.0,26.7083,0.0,0.0,0.0,0.0,1.9218,0.0,0.0,0.0,0.0,9.1431,0.0,0.0
12,2012-01-01 12:00:00,0.0,34.219205,53.1838,0.0,0.0,0.0,0.0,27.2846,0.0,0.0,0.0,0.0,1.962,0.0,0.0,0.0,0.0,9.3343,0.0,0.0
13,2012-01-01 13:00:00,0.0,44.014803,53.2271,0.0,0.0,0.0,0.0,27.2777,0.0,0.0,0.0,0.0,1.9612,0.0,0.0,0.0,0.0,9.3303,0.0,0.0
15,2012-01-01 15:00:00,0.0,57.004583,49.8864,0.0,0.0,0.0,0.0,25.5938,0.0,0.0,0.0,0.0,1.8404,0.0,0.0,0.0,0.0,8.7559,0.0,0.0
16,2012-01-01 16:00:00,0.0,1740.4548399999999,52.0875,0.0,0.0,0.0,0.0,26.7856,0.0,0.0,0.0,206.0,1.9269,0.0,0.0,0.0,0.0,9.1672,0.0,0.0
17,2012-01-01 17:00:00,0.0,1712.056973,59.4976,0.0,240.0,0.0,0.0,30.7734,0.0,132.0,0.0,206.0,2.2159,0.0,957.0,0.0,0.0,10.5421,0.0,139.0
18,2012-01-01 18:00:00,0.0,1723.955473,63.0835,0.0,240.0,0.0,55.21820400000001,32.4311,0.0,132.0,0.0,206.0,2.3329,0.0,957.0,0.0,191.6,11.0988,0.0,139.0
19,2012-01-01 19:00:00,0.0,1761.204554,64.5665,0.0,240.0,0.0,16.781796,33.1325,0.0,132.0,0.0,206.0,2.3826,0.0,957.0,0.0,191.6,11.3354,0.0,139.0
20,2012-01-01 20:00:00,0.0,1750.870823,65.7369,0.0,240.0,0.0,60.0,33.7336,0.0,26.4,0.0,206.0,2.4259,0.0,957.0,0.0,191.6,11.5411,0.0,27.8
21,2012-01-01 21:00:00,0.0,1765.297095,65.0424,0.0,0.0,0.0,0.0,33.3345,0.0,0.0,0.0,206.0,2.3967,0.0,0.0,0.0,0.0,11.4021,0.0,0.0
22,2012-01-01 22:00:00,0.0,1218.775455,60.2643,0.0,0.0,0.0,0.0,30.7683,0.0,0.0,0.0,206.0,2.2107,0.0,0.0,0.0,0.0,10.5176,0.0,0.0
23,2012-01-01 23:00:00,0.0,120.50108700000001,54.1993,0.0,0.0,0.0,0.0,27.5392,0.0,0.0,0.0,0.0,1.9771,0.0,0.0,0.0,0.0,9.4062,0.0,0.0
24,2012-01-02 00:00:00,0.0,118.807356,48.4526,0.0,0.0,0.0,0.0,24.583,0.0,0.0,0.0,0.0,1.7645,0.0,0.0,0.0,0.0,8.3944,0.0,0.0
25,2012-01-02 01:00:00,0.0,120.17560300000001,44.8773,0.0,0.0,0.0,0.0,22.7913,0.0,0.0,0.0,0.0,1.6361,0.0,0.0,0.0,0.0,7.7839,0.0,0.0
26,2012-01-02 02:00:00,0.0,98.972245,43.2597,0.0,0.0,0.0,0.0,22.0267,0.0,0.0,0.0,0.0,1.5819,0.0,0.0,0.0,0.0,7.526,0.0,0.0
27,2012-01-02 03:00:00,0.0,149.951423,42.764,0.0,0.0,0.0,0.0,21.8283,0.0,0.0,0.0,0.0,1.5683,0.0,0.0,0.0,0.0,7.4613,0.0,0.0
28,2012-01-02 04:00:00,0.0,189.25381399999998,44.1967,0.0,0.0,0.0,0.0,22.6468,0.0,0.0,0.0,0.0,1.6282,0.0,0.0,0.0,0.0,7.7461,0.0,0.0
29,2012-01-02 05:00:00,0.0,115.035684,49.1491,0.0,0.0,0.0,0.0,25.3687,0.0,0.0,0.0,0.0,1.8261,0.0,0.0,0.0,0.0,8.6876,0.0,0.0
30,2012-01-02 06:00:00,0.0,53.421834999999994,56.2277,0.0,0.0,0.0,0.0,29.1893,0.0,0.0,0.0,0.0,2.1031,0.0,0.0,0.0,0.0,10.0055,0.0,0.0
31,2012-01-02 07:00:00,0.0,-9.0605,62.4753,0.0,0.0,0.0,0.0,32.4801,0.0,0.0,0.0,0.0,2.3408,0.0,0.0,0.0,0.0,11.1362,0.0,0.0
33,2012-01-02 09:00:00,0.0,-10.9558,71.9305,0.0,0.0,0.0,0.0,37.1955,0.0,0.0,0.0,0.0,2.6782,0.0,0.0,0.0,0.0,12.7416,0.0,0.0
34,2012-01-02 10:00:00,0.0,-11.5075,73.0781,0.0,0.0,0.0,0.0,37.6449,0.0,0.0,0.0,0.0,2.7089,0.0,0.0,0.0,0.0,12.8874,0.0,0.0
35,2012-01-02 11:00:00,0.0,-11.7666,72.9185,0.0,0.0,0.0,0.0,37.4541,0.0,0.0,0.0,0.0,2.6938,0.0,0.0,0.0,0.0,12.8159,0.0,0.0
36,2012-01-02 12:00:00,0.0,-11.8955,73.1449,0.0,0.0,0.0,0.0,37.5351,0.0,0.0,0.0,0.0,2.6992,0.0,0.0,0.0,0.0,12.8417,0.0,0.0
37,2012-01-02 13:00:00,0.0,66.451704,71.1307,0.0,0.0,0.0,0.0,36.5019,0.0,0.0,0.0,0.0,2.6249,0.0,0.0,0.0,0.0,12.4882,0.0,0.0
38,2012-01-02 14:00:00,0.0,71.169658,69.6907,0.0,0.0,0.0,0.0,35.701,0.0,0.0,0.0,0.0,2.5666,0.0,0.0,0.0,0.0,12.2106,0.0,0.0
39,2012-01-02 15:00:00,0.0,-11.4902,69.2141,0.0,0.0,0.0,0.0,35.4285,0.0,0.0,0.0,0.0,2.5467,0.0,0.0,0.0,0.0,12.1158,0.0,0.0
40,2012-01-02 16:00:00,0.0,-11.4758,70.6805,0.0,0.0,0.0,60.0,36.2777,0.0,0.0,0.0,0.0,2.6089,0.0,0.0,0.0,38.32,12.4119,0.0,0.0
41,2012-01-02 17:00:00,0.0,6.793692999999999,76.3066,0.0,240.0,0.0,60.0,39.3588,0.0,132.0,0.0,41.2,2.8328,0.0,957.0,0.0,191.6,13.4771,0.0,139.0
42,2012-01-02 18:00:00,0.0,-12.7655,78.3818,0.0,240.0,0.0,60.0,40.2154,0.0,132.0,0.0,0.0,2.8919,0.0,957.0,0.0,191.6,13.7583,0.0,139.0
43,2012-01-02 19:00:00,0.0,-5.363141000000001,78.4897,0.0,240.0,0.0,60.0,40.1931,0.0,132.0,0.0,0.0,2.8894,1400.0,957.0,0.0,191.6,13.7462,0.0,139.0
45,2012-01-02 21:00:00,0.0,240.435907,74.889,0.0,240.0,0.0,60.0,38.2819,0.0,132.0,0.0,206.0,2.7512,1400.0,957.0,0.0,191.6,13.0887,1192.0,139.0
46,2012-01-02 22:00:00,0.0,193.236271,68.8879,0.0,240.0,0.0,60.0,35.1017,0.0,132.0,0.0,206.0,2.5213,1400.0,957.0,0.0,191.6,11.9949,1045.105662,139.0
47,2012-01-02 23:00:00,0.0,-2.846752,62.7997,0.0,240.0,0.0,60.0,31.9041,0.0,132.0,0.0,0.0,2.2904,1400.0,957.0,0.0,191.6,10.8968,57.635688,139.0
48,2012-01-03 00:00:00,0.0,-3.281461,56.488,0.0,0.0,0.0,0.0,28.7455,0.0,0.0,0.0,0.0,2.0643,1193.39435,0.0,0.0,0.0,9.8207,1192.0,0.0
49,2012-01-03 01:00:00,0.0,-1.092327,52.7817,0.0,0.0,0.0,0.0,26.912,0.0,0.0,0.0,0.0,1.9332,963.9960560000001,0.0,0.0,0.0,9.1973,1192.0,0.0
50,2012-01-03 02:00:00,0.0,6.697317,51.0122,0.0,0.0,0.0,0.0,26.0809,0.0,0.0,0.0,0.0,1.8744,1400.0,0.0,0.0,0.0,8.9174,1192.0,0.0
51,2012-01-03 03:00:00,0.0,13.670514,50.1487,0.0,0.0,0.0,0.0,25.7167,0.0,0.0,0.0,0.0,1.8491,1372.346494,0.0,0.0,0.0,8.7973,1192.0,0.0
52,2012-01-03 04:00:00,0.0,15.752834,51.4137,0.0,0.0,0.0,0.0,26.4223,0.0,0.0,0.0,0.0,1.9006,1400.0,0.0,0.0,0.0,9.0419,1075.4747109999998,0.0
53,2012-01-03 05:00:00,0.0,8.256267999999999,56.1645,0.0,49.359451,0.0,0.0,29.0357,0.0,0.0,0.0,206.0,2.0906,1400.0,0.0,0.0,0.0,9.946,1192.0,0.0
55,2012-01-03 07:00:00,0.0,1668.875793,71.2706,1050.0,240.0,0.0,60.0,37.1008,162.0,132.0,0.0,206.0,2.6743,1400.0,957.0,0.0,191.6,12.7232,1192.0,139.0
56,2012-01-03 08:00:00,0.0,1671.508675,76.2854,998.5686210000001,240.0,0.0,60.0,39.5766,0.0,132.0,0.0,206.0,2.8512,1400.0,957.0,0.0,191.6,13.5647,1192.0,139.0
57,2012-01-03 09:00:00,0.0,431.29745599999995,79.1385,0.0,240.0,0.0,60.0,40.8243,0.0,132.0,0.0,206.0,2.9383,1400.0,957.0,0.0,191.6,13.9792,1192.0,139.0
58,2012-01-03 10:00:00,0.0,19.294359,79.5513,0.0,0.0,0.0,0.0,40.912,0.0,0.0,0.0,0.0,2.9432,1131.031893,0.0,0.0,0.0,14.0021,713.355789,0.0
59,2012-01-03 11:00:00,0.0,31.772029999999997,78.5175,0.0,0.0,0.0,0.0,40.2968,0.0,0.0,0.0,0.0,2.8979,368.149453,0.0,0.0,0.0,13.7868,0.0,0.0
60,2012-01-03 12:00:00,0.0,-12.7773,78.0239,0.0,0.0,0.0,0.0,40.005,0.0,0.0,0.0,0.0,2.8765,0.0,0.0,0.0,0.0,13.6848,0.0,0.0
61,2012-01-03 13:00:00,0.0,-12.2117,75.0936,0.0,0.0,0.0,0.0,38.5353,0.0,0.0,0.0,0.0,2.7712,0.0,0.0,0.0,0.0,13.1839,0.0,0.0
62,2012-01-03 14:00:00,0.0,51.416252,73.4111,0.0,0.0,0.0,0.0,37.5677,0.0,0.0,0.0,0.0,2.7003,144.469517,0.0,0.0,0.0,12.8469,141.939661,0.0
63,2012-01-03 15:00:00,0.0,38.689603999999996,73.5836,0.0,95.523663,0.0,12.0,37.6397,0.0,26.4,0.0,0.0,2.7053,1400.0,957.0,0.0,135.446277,12.8706,1192.0,0.0
64,2012-01-03 16:00:00,0.0,1673.250793,75.4767,1050.0,240.0,0.0,60.0,38.7164,162.0,132.0,0.0,206.0,2.784,1400.0,957.0,0.0,191.6,13.2449,1192.0,139.0
65,2012-01-03 17:00:00,0.0,1663.711583,80.6916,1050.0,240.0,0.0,60.0,41.5893,162.0,132.0,0.0,206.0,2.993,1400.0,957.0,0.0,191.6,14.239,1192.0,139.0
66,2012-01-03 18:00:00,0.0,1660.942041,82.4305,1050.0,240.0,-0.0,60.0,42.3045,162.0,132.0,0.0,206.0,3.0423,1400.0,957.0,0.0,191.6,14.4736,1192.0,139.0
67,2012-01-03 19:00:00,0.0,1661.151552,82.6923,1050.0,240.0,-0.0,60.0,42.3559,162.0,132.0,0.0,206.0,3.045,1400.0,957.0,0.0,191.6,14.4865,1192.0,139.0
69,2012-01-03 21:00:00,0.0,1664.52742,77.5201,1050.0,240.0,0.0,60.0,39.5948,162.0,132.0,0.0,206.0,2.8451,1400.0,957.0,0.0,191.6,13.5357,1192.0,139.0
70,2012-01-03 22:00:00,0.0,1663.038322,71.264,1050.0,240.0,0.0,60.0,36.2893,162.0,132.0,0.0,206.0,2.6063,1400.0,957.0,0.0,191.6,12.3994,1192.0,139.0
71,2012-01-03 23:00:00,0.0,1219.13255,65.4683,0.0,240.0,0.0,60.0,33.2923,0.0,132.0,0.0,206.0,2.3905,1400.0,957.0,0.0,191.6,11.3728,1192.0,139.0
72,2012-01-04 00:00:00,0.0,0.158349,59.2143,0.0,240.0,0.0,60.0,30.1831,0.0,132.0,0.0,0.0,2.1681,1400.0,957.0,0.0,94.47372299999999,10.3148,1192.0,139.0
73,2012-01-04 01:00:00,0.0,1.533618,55.1356,0.0,0.0,0.0,0.0,28.1492,0.0,0.0,0.0,0.0,2.0226,1050.9218210000001,0.0,0.0,0.0,9.6223,1192.0,0.0
74,2012-01-04 02:00:00,0.0,0.514768,53.2526,0.0,0.0,0.0,0.0,27.2816,0.0,0.0,0.0,0.0,1.9613,1203.4711849999999,0.0,0.0,0.0,9.3311,-0.0,0.0
75,2012-01-04 03:00:00,0.0,-2.482053,52.5679,0.0,0.0,0.0,0.0,26.9637,0.0,0.0,0.0,0.0,1.9389,890.3352970000001,0.0,0.0,0.0,9.2243,0.0,0.0
76,2012-01-04 04:00:00,0.0,-8.4745,53.4514,0.0,0.0,0.0,0.0,27.5125,0.0,0.0,0.0,0.0,1.9795,0.0,0.0,0.0,0.0,9.4175,0.0,0.0
77,2012-01-04 05:00:00,0.0,-8.8603,58.0029,0.0,0.0,0.0,0.0,29.9836,0.0,0.0,0.0,0.0,2.1588,0.0,0.0,0.0,0.0,10.2706,0.0,0.0
78,2012-01-04 06:00:00,0.0,-7.464119,65.4507,0.0,0.0,0.0,0.0,34.0064,0.0,0.0,0.0,0.0,2.4505,1400.0,0.0,0.0,0.0,11.6583,0.0,0.0
79,2012-01-04 07:00:00,0.0,-9.033227,73.0082,0.0,0.0,0.0,0.0,37.9899,0.0,0.0,0.0,0.0,2.7382,1400.0,0.0,0.0,0.0,13.0272,1192.0,0.0
80,2012-01-04 08:00:00,0.0,-8.343553,78.1453,0.0,0.0,0.0,0.0,40.5593,0.0,0.0,0.0,0.0,2.9222,1400.0,0.0,0.0,0.0,13.9025,1192.0,0.0
81,2012-01-04 09:00:00,0.0,-12.4107,80.3429,0.0,0.0,0.0,0.0,41.4792,0.0,0.0,0.0,0.0,2.9859,626.759734,0.0,0.0,0.0,14.2053,0.0,0.0
82,2012-01-04 10:00:00,0.0,-12.7652,80.3521,0.0,0.0,0.0,0.0,41.3491,0.0,0.0,0.0,0.0,2.9749,0.0,0.0,0.0,0.0,14.1531,0.0,0.0
83,2012-01-04 11:00:00,0.0,-12.6821,78.9898,0.0,0.0,0.0,0.0,40.5971,0.0,0.0,0.0,0.0,2.9202,0.0,0.0,0.0,0.0,13.8928,0.0,0.0
84,2012-01-04 12:00:00,0.0,-12.7355,78.5093,0.0,0.0,0.0,0.0,40.3002,0.0,0.0,0.0,0.0,2.8982,0.0,0.0,0.0,0.0,13.7884,0.0,0.0
85,2012-01-04 13:00:00,0.0,-12.1354,75.1939,0.0,0.0,0.0,0.0,38.6222,0.0,0.0,0.0,0.0,2.7778,0.0,0.0,0.0,0.0,13.2156,0.0,0.0
86,2012-01-04 14:00:00,0.0,-12.0926,73.6919,0.0,0.0,0.0,0.0,37.7745,0.0,0.0,0.0,0.0,2.716,0.0,0.0,0.0,0.0,12.9212,0.0,0.0
87,2012-01-04 15:00:00,0.0,-12.1543,74.0135,0.0,0.0,0.0,0.0,37.9359,0.0,0.0,0.0,0.0,2.7275,0.0,0.0,0.0,0.0,12.9762,0.0,0.0
88,2012-01-04 16:00:00,0.0,-3.4570019999999997,75.7659,0.0,0.0,0.0,0.0,38.9288,0.0,0.0,0.0,0.0,2.8,1400.0,0.0,0.0,0.0,13.3212,1192.0,0.0
89,2012-01-04 17:00:00,0.0,-8.868349,80.7752,0.0,0.0,0.0,60.0,41.6699,0.0,0.0,0.0,41.2,2.9992,1400.0,63.49150600000001,0.0,191.6,14.2688,1192.0,27.8
90,2012-01-04 18:00:00,0.0,740.7932900000001,82.8579,0.0,240.0,0.0,60.0,42.5874,0.0,132.0,0.0,206.0,3.0634,1400.0,957.0,0.0,191.6,14.574,1192.0,139.0
91,2012-01-04 19:00:00,0.0,1537.3150460000002,83.0642,-0.0,240.0,0.0,60.0,42.6045,0.0,132.0,0.0,206.0,3.0635,1400.0,957.0,0.0,191.6,14.5748,1192.0,139.0
92,2012-01-04 20:00:00,0.0,1658.450504,82.2572,0.0,240.0,0.0,60.0,42.1378,0.0,132.0,0.0,206.0,3.0294,1400.0,957.0,0.0,191.6,14.4122,1192.0,139.0
93,2012-01-04 21:00:00,0.0,1656.955281,78.5641,0.0,240.0,0.0,60.0,40.2036,0.0,132.0,0.0,206.0,2.8898,1400.0,957.0,0.0,191.6,13.7482,1192.0,139.0
94,2012-01-04 22:00:00,0.0,1467.7845949999999,72.3466,0.0,240.0,0.0,60.0,36.907,0.0,132.0,0.0,206.0,2.6515,1400.0,957.0,0.0,191.6,12.6143,1192.0,139.0
95,2012-01-04 23:00:00,0.0,731.6621299999999,66.1408,0.0,143.11688600000002,0.0,60.0,33.6646,0.0,132.0,0.0,206.0,2.4176,1400.0,127.90849399999999,0.0,191.6,11.5017,1192.0,139.0
96,2012-01-05 00:00:00,0.0,-8.320574,59.7418,0.0,240.0,0.0,60.0,30.4845,0.0,132.0,0.0,0.0,2.1901,1400.0,957.0,0.0,191.6,10.4196,1192.0,139.0
97,2012-01-05 01:00:00,0.0,-8.120983,55.7895,0.0,240.0,0.0,60.0,28.5222,0.0,132.0,0.0,0.0,2.0498,1400.0,957.0,0.0,191.6,9.752,1026.030392,139.0
98,2012-01-05 02:00:00,0.0,-6.585802,53.9307,0.0,240.0,0.0,60.0,27.6473,0.0,132.0,0.0,0.0,1.9879,1400.0,957.0,0.0,191.6,9.4572,699.168794,139.0
99,2012-01-05 03:00:00,0.0,-5.551157,52.9481,0.0,240.0,0.0,60.0,27.1637,0.0,132.0,0.0,0.0,1.9533,1400.0,957.0,0.0,191.6,9.2929,0.0,139.0
100,2012-01-05 04:00:00,0.0,-4.237601000000001,53.8283,0.0,240.0,0.0,60.0,27.679,0.0,132.0,0.0,0.0,1.9911,1400.0,957.0,0.0,191.6,9.4729,0.0,139.0
101,2012-01-05 05:00:00,0.0,-5.466243,57.6695,0.0,240.0,0.0,60.0,29.7891,0.0,132.0,0.0,0.0,2.1446,1400.0,957.0,0.0,191.6,10.2027,0.0,139.0
102,2012-01-05 06:00:00,0.0,-4.865765000000001,64.9368,0.0,240.0,0.0,60.0,33.7514,0.0,132.0,0.0,0.0,2.4323,1400.0,957.0,0.0,191.6,11.5716,670.055626,139.0
103,2012-01-05 07:00:00,0.0,-8.713872,71.8632,0.0,240.0,0.0,60.0,37.3636,0.0,132.0,0.0,206.0,2.6927,1400.0,957.0,0.0,191.6,12.8107,1192.0,139.0
104,2012-01-05 08:00:00,0.0,-8.545033,76.8627,0.0,240.0,0.0,60.0,39.8484,0.0,132.0,0.0,0.0,2.8705,1400.0,957.0,0.0,191.6,13.6562,1192.0,139.0
106,2012-01-05 10:00:00,0.0,-12.5944,79.0874,0.0,240.0,0.0,0.0,40.6868,0.0,132.0,0.0,0.0,2.9271,0.0,957.0,0.0,0.0,13.9258,0.0,0.0
107,2012-01-05 11:00:00,0.0,-12.501,77.7274,0.0,0.0,0.0,0.0,39.94,0.0,0.0,0.0,0.0,2.8728,0.0,0.0,0.0,0.0,13.6675,0.0,0.0
108,2012-01-05 12:00:00,0.0,-12.5432,77.0959,0.0,0.0,0.0,0.0,39.5606,0.0,0.0,0.0,0.0,2.8449,0.0,0.0,0.0,0.0,13.5345,0.0,0.0
109,2012-01-05 13:00:00,0.0,-11.8865,73.515,0.0,0.0,0.0,0.0,37.7514,0.0,0.0,0.0,0.0,2.7151,0.0,0.0,0.0,0.0,12.9172,0.0,0.0
110,2012-01-05 14:00:00,0.0,-11.8384,71.1129,0.0,0.0,0.0,0.0,36.3879,0.0,0.0,0.0,0.0,2.6155,0.0,0.0,0.0,0.0,12.4432,0.0,0.0
111,2012-01-05 15:00:00,0.0,-11.7462,70.5095,0.0,0.0,0.0,0.0,36.076,0.0,0.0,0.0,0.0,2.593,0.0,0.0,0.0,0.0,12.3364,0.0,0.0
112,2012-01-05 16:00:00,0.0,-11.701,71.3892,0.0,0.0,0.0,0.0,36.5993,0.0,0.0,0.0,0.0,2.6315,0.0,0.0,0.0,0.0,12.5195,0.0,0.0
113,2012-01-05 17:00:00,0.0,-11.9625,74.6313,0.0,15.314931,0.0,0.0,38.3646,0.0,0.0,0.0,0.0,2.7597,0.0,0.0,0.0,0.0,13.1292,0.0,0.0
114,2012-01-05 18:00:00,0.0,-12.6243,74.7482,0.0,0.0,0.0,0.0,38.179,0.0,0.0,0.0,0.0,2.7434,0.0,0.0,0.0,0.0,13.0517,0.0,0.0
115,2012-01-05 19:00:00,0.0,-12.9061,74.9426,0.0,0.0,0.0,60.0,38.1832,0.0,0.0,0.0,0.0,2.7426,0.0,0.0,0.0,38.32,13.0477,0.0,99.499933
117,2012-01-05 21:00:00,0.0,-12.5763,72.9876,0.0,32.685069,0.0,0.0,37.1845,0.0,26.4,0.0,0.0,2.6708,0.0,189.128954,0.0,0.0,12.7063,0.0,27.77575
118,2012-01-05 22:00:00,0.0,-12.0179,69.1106,0.0,0.0,0.0,0.0,35.1674,0.0,0.0,0.0,0.0,2.5254,0.0,0.0,0.0,0.0,12.0146,0.0,0.0
119,2012-01-05 23:00:00,0.0,-11.2126,64.0974,0.0,0.0,0.0,0.0,32.591,0.0,0.0,0.0,0.0,2.3401,0.0,0.0,0.0,0.0,11.133,0.0,0.0
120,2012-01-06 00:00:00,0.0,-9.9984,58.0594,0.0,0.0,0.0,0.0,29.5812,0.0,0.0,0.0,0.0,2.1247,0.0,0.0,0.0,0.0,10.1083,0.0,0.0
121,2012-01-06 01:00:00,0.0,-9.2323,53.5692,0.0,0.0,0.0,0.0,27.2908,0.0,0.0,0.0,0.0,1.9602,0.0,0.0,0.0,0.0,9.3255,0.0,0.0
122,2012-01-06 02:00:00,0.0,-8.6157,50.4978,0.0,0.0,0.0,0.0,25.7594,0.0,0.0,0.0,0.0,1.8506,0.0,0.0,0.0,0.0,8.8041,0.0,0.0
124,2012-01-06 04:00:00,0.0,-8.2926,49.023,0.0,0.0,0.0,0.0,25.0344,0.0,0.0,0.0,0.0,1.7988,0.0,0.0,0.0,0.0,8.5579,0.0,0.0
125,2012-01-06 05:00:00,0.0,-8.2565,49.4205,0.0,0.0,0.0,0.0,25.2769,0.0,0.0,0.0,0.0,1.8167,0.0,0.0,0.0,0.0,8.643,0.0,0.0
126,2012-01-06 06:00:00,0.0,-8.4921,51.0352,0.0,0.0,0.0,0.0,26.1158,0.0,0.0,0.0,0.0,1.8772,0.0,0.0,0.0,0.0,8.9306,0.0,0.0
127,2012-01-06 07:00:00,0.0,-8.972,51.9016,0.0,0.0,0.0,0.0,26.4309,0.0,0.0,0.0,0.0,1.8983,0.0,0.0,0.0,0.0,9.0311,0.0,0.0
128,2012-01-06 08:00:00,0.0,-9.8766,55.4508,0.0,0.0,0.0,0.0,28.1271,0.0,0.0,0.0,0.0,2.0188,0.0,0.0,0.0,0.0,9.6042,0.0,0.0
129,2012-01-06 09:00:00,0.0,-10.8277,58.5784,0.0,0.0,0.0,0.0,29.563,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0,10.0858,0.0,0.0
130,2012-01-06 10:00:00,0.0,-11.2696,60.4082,0.0,0.0,0.0,0.0,30.4468,0.0,0.0,0.0,0.0,2.1829,0.0,0.0,0.0,0.0,10.3851,0.0,0.0
131,2012-01-06 11:00:00,0.0,-11.3222,60.2438,0.0,0.0,0.0,0.0,30.3321,0.0,0.0,0.0,0.0,2.1743,0.0,0.0,0.0,0.0,10.3441,0.0,0.0
133,2012-01-06 13:00:00,0.0,-10.8629,59.1364,0.0,0.0,0.0,0.0,29.8705,0.0,0.0,0.0,0.0,2.1424,0.0,0.0,0.0,0.0,10.1923,0.0,0.0
134,2012-01-06 14:00:00,0.0,-10.695,56.176,0.0,0.0,0.0,0.0,28.2316,0.0,0.0,0.0,0.0,2.0231,0.0,0.0,0.0,0.0,9.6247,0.0,0.0
135,2012-01-06 15:00:00,0.0,-10.6332,55.5778,0.0,0.0,0.0,0.0,27.911,0.0,0.0,0.0,0.0,1.9998,0.0,0.0,0.0,0.0,9.5143,0.0,0.0
136,2012-01-06 16:00:00,0.0,-10.6558,56.91,0.0,240.0,0.0,60.0,28.6688,0.0,132.0,0.0,0.0,2.0552,0.0,957.0,0.0,191.6,9.7777,0.0,139.0
137,2012-01-06 17:00:00,0.0,-10.976,62.1933,0.0,240.0,0.0,60.0,31.586,0.0,132.0,0.0,0.0,2.2675,0.0,957.0,0.0,191.6,10.7875,0.0,139.0
138,2012-01-06 18:00:00,0.0,-11.8822,65.864,0.0,240.0,0.0,60.0,33.3515,0.0,132.0,0.0,0.0,2.393,0.0,957.0,0.0,191.6,11.3848,0.0,139.0
139,2012-01-06 19:00:00,0.0,-12.2679,67.7613,0.0,240.0,0.0,60.0,34.2956,0.0,132.0,0.0,0.0,2.4606,0.0,957.0,0.0,191.6,11.7061,0.0,139.0
140,2012-01-06 20:00:00,0.0,-12.3923,69.4357,0.0,240.0,0.0,60.0,35.2113,0.0,132.0,0.0,0.0,2.5271,0.0,957.0,0.0,191.6,12.0227,1192.0,139.0
141,2012-01-06 21:00:00,0.0,-12.1928,69.6747,0.0,240.0,0.0,60.0,35.4251,0.0,132.0,0.0,0.0,2.5436,0.0,957.0,0.0,191.6,12.101,1192.0,139.0
142,2012-01-06 22:00:00,0.0,-11.6598,66.1498,0.0,240.0,0.0,60.0,33.6009,0.0,132.0,0.0,0.0,2.4122,0.0,957.0,0.0,191.6,11.476,1192.0,139.0
143,2012-01-06 23:00:00,0.0,-10.936,61.1305,0.0,240.0,0.0,60.0,30.9898,0.0,132.0,0.0,0.0,2.224,0.0,957.0,0.0,191.6,10.5807,1173.04237,139.0
