,time,prod_gen_44,export_node_127,load_node_153,prod_gen_30,prod_gen_4,prod_gen_20,prod_gen_13,load_node_98,prod_gen_33,prod_gen_29,prod_gen_21,prod_gen_40,load_node_134,prod_gen_41,prod_gen_25,prod_gen_42,prod_gen_22,load_node_63,prod_gen_16,prod_gen_15
2367,2012-04-08 15:00:00,0.0,37.5682,48.8465,0.0,0.0,0.0,0.0,25.2881,0.0,0.0,0.0,0.0,1.8212,0.0,0.0,0.0,0.0,8.6643,0.0,0.0
2368,2012-04-08 16:00:00,0.0,23.190338,48.8916,0.0,0.0,0.0,0.0,25.3397,0.0,0.0,0.0,0.0,1.8252,0.0,0.0,0.0,0.0,8.6836,0.0,0.0
2369,2012-04-08 17:00:00,0.0,6.100201,49.9649,0.0,0.0,0.0,0.0,25.9226,0.0,0.0,0.0,0.0,1.8675,0.0,0.0,0.0,0.0,8.8848,0.0,0.0
2370,2012-04-08 18:00:00,0.0,319.945855,54.7988,0.0,0.0,0.0,12.0,28.521,0.0,0.0,0.0,206.0,2.0558,0.0,0.0,0.0,42.312163,9.7806,0.0,0.0
2371,2012-04-08 19:00:00,0.0,1663.553099,62.9742,0.0,240.0,0.0,60.0,32.8819,0.0,132.0,0.0,206.0,2.3714,0.0,957.0,0.0,191.6,11.282,0.0,139.0
2372,2012-04-08 20:00:00,0.0,1664.0546960000001,62.439,0.0,240.0,0.0,60.0,32.3063,0.0,132.0,0.0,206.0,2.3264,0.0,957.0,0.0,191.6,11.0679,0.0,139.0
2373,2012-04-08 21:00:00,0.0,1662.161856,58.7783,0.0,240.0,0.0,60.0,30.3061,0.0,132.0,0.0,206.0,2.1811,0.0,957.0,0.0,191.6,10.3766,0.0,139.0
2374,2012-04-08 22:00:00,0.0,1662.077628,53.8249,0.0,240.0,0.0,60.0,27.6707,0.0,132.0,0.0,206.0,1.9905,0.0,957.0,0.0,191.6,9.4697,0.0,139.0
2375,2012-04-08 23:00:00,0.0,1663.330656,49.1344,0.0,240.0,0.0,60.0,25.2046,0.0,132.0,0.0,206.0,1.8124,0.0,957.0,0.0,191.6,8.6226,0.0,139.0
2376,2012-04-09 00:00:00,0.0,1664.631182,46.0949,0.0,240.0,0.0,60.0,23.6504,0.0,132.0,0.0,206.0,1.7007,0.0,957.0,0.0,191.6,8.0912,0.0,139.0
2377,2012-04-09 01:00:00,0.0,1664.734968,44.2208,0.0,240.0,0.0,60.0,22.7351,0.0,132.0,0.0,206.0,1.6355,0.0,957.0,0.0,191.6,7.7807,0.0,139.0
2378,2012-04-09 02:00:00,0.0,1663.465214,43.7269,0.0,240.0,0.0,60.0,22.5148,0.0,132.0,0.0,206.0,1.62,0.0,957.0,0.0,191.6,7.7072,0.0,139.0
2379,2012-04-09 03:00:00,0.0,1662.739928,44.2523,0.0,240.0,0.0,60.0,22.8199,0.0,132.0,0.0,206.0,1.6424,0.0,957.0,0.0,191.6,7.8136,0.0,139.0
2380,2012-04-09 04:00:00,0.0,1662.801784,47.3767,0.0,240.0,0.0,60.0,24.5514,0.0,132.0,0.0,206.0,1.7684,0.0,957.0,0.0,191.6,8.4133,0.0,139.0
2381,2012-04-09 05:00:00,0.0,1662.382723,51.9981,1050.0,240.0,0.0,60.0,27.0276,162.0,132.0,0.0,206.0,1.9478,717.653826,957.0,0.0,191.6,9.2664,0.0,139.0
2382,2012-04-09 06:00:00,0.0,1665.289436,55.134,1050.0,240.0,0.0,60.0,28.7186,162.0,132.0,0.0,206.0,2.0703,572.63382,957.0,0.0,191.6,9.8496,0.0,139.0
2383,2012-04-09 07:00:00,0.0,1678.341059,59.5319,0.0,240.0,0.0,60.0,31.0305,0.0,132.0,0.0,206.0,2.2373,0.0,957.0,0.0,191.6,10.6437,0.0,139.0
2384,2012-04-09 08:00:00,0.0,1694.9005829999999,62.2402,0.0,240.0,0.0,60.0,32.2505,0.0,132.0,0.0,206.0,2.3229,0.0,900.5107859999999,0.0,191.6,11.0514,0.0,139.0
2385,2012-04-09 09:00:00,0.0,1707.8645390000001,62.4988,0.0,0.0,0.0,60.0,32.2524,0.0,0.0,0.0,206.0,2.3215,0.0,0.0,0.0,191.6,11.0446,0.0,0.0
2386,2012-04-09 10:00:00,0.0,47.783363,62.3587,0.0,0.0,0.0,0.0,32.1093,0.0,0.0,0.0,0.0,2.3104,0.0,0.0,0.0,0.0,10.9916,0.0,0.0
2387,2012-04-09 11:00:00,0.0,63.134378000000005,62.2679,0.0,0.0,0.0,0.0,32.0251,0.0,0.0,0.0,0.0,2.3039,0.0,0.0,0.0,0.0,10.9607,0.0,0.0
2388,2012-04-09 12:00:00,0.0,93.385961,60.4645,0.0,0.0,0.0,0.0,31.0647,0.0,0.0,0.0,0.0,2.2344,0.0,0.0,0.0,0.0,10.6301,0.0,0.0
2389,2012-04-09 13:00:00,0.0,-9.3574,58.2069,0.0,0.0,0.0,0.0,29.911,0.0,0.0,0.0,0.0,2.1515,0.0,0.0,0.0,0.0,10.2356,0.0,0.0
2390,2012-04-09 14:00:00,0.0,-9.194,56.9299,0.0,0.0,0.0,0.0,29.2388,0.0,0.0,0.0,0.0,2.1029,0.0,0.0,0.0,0.0,10.0047,0.0,0.0
2391,2012-04-09 15:00:00,0.0,71.760092,56.5364,0.0,0.0,0.0,0.0,29.06,0.0,0.0,0.0,0.0,2.0903,0.0,0.0,0.0,0.0,9.9448,0.0,0.0
2392,2012-04-09 16:00:00,0.0,62.997581000000004,56.4213,0.0,0.0,0.0,0.0,29.0244,0.0,0.0,0.0,0.0,2.0881,0.0,0.0,0.0,0.0,9.934,0.0,0.0
2393,2012-04-09 17:00:00,0.0,69.515275,57.0891,0.0,0.0,0.0,0.0,29.3974,0.0,0.0,0.0,0.0,2.1153,0.0,0.0,0.0,0.0,10.0633,0.0,0.0
2394,2012-04-09 18:00:00,0.0,955.1306619999999,61.5366,0.0,48.0,0.0,0.0,31.7954,0.0,26.4,0.0,41.2,2.2891,0.0,247.889214,0.0,0.0,10.8904,0.0,27.8
2395,2012-04-09 19:00:00,0.0,1740.1988489999999,68.6694,0.0,240.0,0.0,60.0,35.5888,0.0,132.0,0.0,206.0,2.5635,0.0,957.0,0.0,191.6,12.1958,0.0,139.0
2396,2012-04-09 20:00:00,0.0,1711.383918,65.6665,0.0,240.0,0.0,60.0,33.7516,0.0,132.0,0.0,206.0,2.4278,0.0,957.0,0.0,191.6,11.5503,0.0,139.0
2397,2012-04-09 21:00:00,0.0,1694.09045,60.1667,0.0,240.0,0.0,60.0,30.8135,0.0,132.0,0.0,206.0,2.2151,0.0,957.0,0.0,191.6,10.5385,0.0,139.0
2398,2012-04-09 22:00:00,0.0,818.4022259999999,55.4924,0.0,240.0,0.0,60.0,28.3616,0.0,132.0,0.0,0.0,2.0382,0.0,957.0,0.0,187.60783700000002,9.6966,0.0,139.0
2399,2012-04-09 23:00:00,0.0,23.892021,50.8102,0.0,240.0,0.0,0.0,26.0258,0.0,132.0,0.0,0.0,1.871,0.0,957.0,0.0,0.0,8.9013,0.0,139.0
2400,2012-04-10 00:00:00,0.0,1692.8396510000002,48.1407,0.0,240.0,0.0,60.0,24.6829,0.0,132.0,0.0,206.0,1.7748,0.0,957.0,0.0,191.6,8.4434,0.0,139.0
2401,2012-04-10 01:00:00,0.0,1258.274456,46.9139,0.0,240.0,0.0,0.0,24.0989,0.0,0.0,0.0,206.0,1.7333,0.0,957.0,0.0,191.6,8.2462,0.0,139.0
2402,2012-04-10 02:00:00,0.0,213.129433,46.324,0.0,240.0,0.0,0.0,23.8141,0.0,0.0,0.0,206.0,1.713,0.0,957.0,0.0,191.6,8.1498,0.0,139.0
2403,2012-04-10 03:00:00,0.0,17.912649,47.6071,0.0,0.0,0.0,0.0,24.5311,0.0,0.0,0.0,0.0,1.7653,0.0,957.0,0.0,0.0,8.3984,0.0,139.0
2404,2012-04-10 04:00:00,0.0,33.052461,53.1072,0.0,0.0,0.0,0.0,27.5426,0.0,0.0,0.0,0.0,1.9841,0.0,957.0,0.0,0.0,9.4395,0.0,139.0
2405,2012-04-10 05:00:00,0.0,59.189902000000004,61.1702,0.0,240.0,0.0,0.0,31.8953,0.0,0.0,0.0,0.0,2.2997,0.0,957.0,0.0,191.6,10.941,0.0,139.0
2406,2012-04-10 06:00:00,0.0,69.592115,66.5184,0.0,0.0,0.0,0.0,34.7257,0.0,0.0,0.0,0.0,2.5043,0.0,957.0,0.0,0.0,11.9142,0.0,74.76132199999999
2408,2012-04-10 08:00:00,0.0,-11.1895,73.4555,0.0,0.0,0.0,0.0,37.9835,0.0,0.0,0.0,0.0,2.735,0.0,0.0,0.0,0.0,13.0116,0.0,0.0
2409,2012-04-10 09:00:00,0.0,-11.6373,74.3717,0.0,0.0,0.0,0.0,38.3395,0.0,0.0,0.0,0.0,2.7592,0.0,0.0,0.0,0.0,13.1268,0.0,0.0
2410,2012-04-10 10:00:00,0.0,-11.7989,74.8716,0.0,0.0,0.0,0.0,38.5653,0.0,0.0,0.0,0.0,2.7751,0.0,0.0,0.0,0.0,13.2024,0.0,0.0
2411,2012-04-10 11:00:00,0.0,253.109332,74.5126,0.0,0.0,0.0,0.0,38.3468,0.0,0.0,0.0,0.0,2.7589,0.0,0.0,0.0,0.0,13.1256,0.0,0.0
2412,2012-04-10 12:00:00,0.0,226.034954,71.4004,0.0,0.0,0.0,0.0,36.7863,0.0,0.0,0.0,0.0,2.6472,0.0,0.0,0.0,0.0,12.5938,0.0,0.0
2413,2012-04-10 13:00:00,0.0,239.25882400000003,69.8805,0.0,0.0,0.0,0.0,35.9503,0.0,0.0,0.0,0.0,2.5864,0.0,0.0,0.0,0.0,12.3046,0.0,0.0
2414,2012-04-10 14:00:00,0.0,257.966273,69.447,0.0,0.0,0.0,0.0,35.6871,0.0,0.0,0.0,0.0,2.5669,0.0,0.0,0.0,0.0,12.2122,0.0,0.0
2415,2012-04-10 15:00:00,0.0,256.711204,69.4282,0.0,0.0,0.0,0.0,35.7099,0.0,0.0,0.0,0.0,2.569,0.0,0.0,0.0,0.0,12.2219,0.0,0.0
2416,2012-04-10 16:00:00,0.0,241.853375,68.8023,0.0,0.0,0.0,0.0,35.3893,0.0,0.0,0.0,0.0,2.5459,0.0,0.0,0.0,0.0,12.1122,0.0,0.0
2417,2012-04-10 17:00:00,0.0,-10.7886,68.7161,0.0,0.0,0.0,0.0,35.4101,0.0,0.0,0.0,0.0,2.5482,0.0,0.0,0.0,0.0,12.1231,0.0,0.0
2418,2012-04-10 18:00:00,0.0,181.47949,71.8113,0.0,0.0,0.0,0.0,37.1314,0.0,0.0,0.0,0.0,2.6736,0.0,0.0,0.0,0.0,12.7195,0.0,0.0
2419,2012-04-10 19:00:00,0.0,107.15325800000001,76.5968,0.0,0.0,0.0,0.0,39.6599,0.0,0.0,0.0,0.0,2.8563,0.0,0.0,0.0,0.0,13.5888,0.0,0.0
2420,2012-04-10 20:00:00,0.0,-11.6681,71.5787,0.0,0.0,0.0,0.0,36.7209,0.0,0.0,0.0,0.0,2.6406,0.0,0.0,0.0,0.0,12.5625,0.0,0.0
2421,2012-04-10 21:00:00,0.0,-10.9871,65.4473,0.0,0.0,0.0,0.0,33.4537,0.0,0.0,0.0,0.0,2.4042,0.0,0.0,0.0,0.0,11.4378,0.0,0.0
2422,2012-04-10 22:00:00,0.0,-10.1095,59.7817,0.0,0.0,0.0,0.0,30.5297,0.0,0.0,0.0,0.0,2.1937,0.0,0.0,0.0,0.0,10.4365,0.0,0.0
2423,2012-04-10 23:00:00,0.0,-9.0783,54.8933,0.0,0.0,0.0,0.0,28.1113,0.0,0.0,0.0,0.0,2.0209,0.0,0.0,0.0,0.0,9.6143,0.0,0.0
2424,2012-04-11 00:00:00,0.0,-8.5375,52.1442,0.0,0.0,0.0,0.0,26.7365,0.0,0.0,0.0,0.0,1.9224,0.0,0.0,0.0,0.0,9.1459,0.0,0.0
2425,2012-04-11 01:00:00,0.0,-8.1677,51.0008,0.0,0.0,0.0,0.0,26.2199,0.0,0.0,0.0,0.0,1.8861,0.0,0.0,0.0,0.0,8.9732,0.0,0.0
2426,2012-04-11 02:00:00,0.0,-7.9363,50.6121,0.0,0.0,0.0,0.0,26.0847,0.0,0.0,0.0,0.0,1.8772,0.0,0.0,0.0,0.0,8.9306,0.0,0.0
2427,2012-04-11 03:00:00,0.0,-7.9214,51.6692,0.0,0.0,0.0,0.0,26.6986,0.0,0.0,0.0,0.0,1.9222,0.0,0.0,0.0,0.0,9.1447,0.0,0.0
2428,2012-04-11 04:00:00,0.0,55.178642,56.5768,0.0,0.0,0.0,0.0,29.3668,0.0,0.0,0.0,0.0,2.1158,0.0,0.0,0.0,0.0,10.0661,0.0,0.0
2429,2012-04-11 05:00:00,0.0,220.217536,63.7634,0.0,240.0,0.0,0.0,33.2296,0.0,0.0,0.0,206.0,2.3957,0.0,957.0,0.0,191.6,11.3977,0.0,139.0
2430,2012-04-11 06:00:00,0.0,1719.563098,69.1763,0.0,240.0,0.0,60.0,36.114,0.0,132.0,0.0,206.0,2.6044,0.0,957.0,0.0,191.6,12.3906,0.0,139.0
2431,2012-04-11 07:00:00,0.0,1708.332172,73.0692,0.0,240.0,0.0,60.0,38.0427,0.0,20.344135,0.0,206.0,2.7423,0.0,957.0,0.0,191.6,13.0465,0.0,139.0
2432,2012-04-11 08:00:00,0.0,19.350886,74.9826,0.0,240.0,0.0,0.0,38.7576,0.0,0.0,0.0,0.0,2.7905,0.0,957.0,0.0,191.6,13.2759,0.0,139.0
2433,2012-04-11 09:00:00,0.0,24.44353,75.5131,0.0,0.0,0.0,0.0,38.9344,0.0,0.0,0.0,0.0,2.8021,0.0,0.0,0.0,191.6,13.3309,0.0,0.0
2434,2012-04-11 10:00:00,0.0,32.120624,75.7313,0.0,0.0,0.0,0.0,39.0188,0.0,0.0,0.0,0.0,2.8078,0.0,0.0,0.0,0.0,13.3582,0.0,0.0
2435,2012-04-11 11:00:00,0.0,56.330865,74.8411,0.0,0.0,0.0,0.0,38.5138,0.0,0.0,0.0,0.0,2.7709,0.0,0.0,0.0,0.0,13.1827,0.0,0.0
2436,2012-04-11 12:00:00,0.0,67.63346800000001,71.2638,0.0,0.0,0.0,0.0,36.6857,0.0,0.0,0.0,0.0,2.6396,0.0,0.0,0.0,0.0,12.5577,0.0,0.0
2437,2012-04-11 13:00:00,0.0,85.165022,69.8897,0.0,0.0,0.0,0.0,35.8705,0.0,0.0,0.0,0.0,2.5796,0.0,0.0,0.0,0.0,12.2725,0.0,0.0
2438,2012-04-11 14:00:00,0.0,75.41171800000001,69.4463,0.0,0.0,0.0,0.0,35.6669,0.0,0.0,0.0,0.0,2.5653,0.0,0.0,0.0,0.0,12.2042,0.0,0.0
2439,2012-04-11 15:00:00,0.0,82.167537,69.5261,0.0,0.0,0.0,0.0,35.7372,0.0,0.0,0.0,0.0,2.5707,0.0,0.0,0.0,0.0,12.2299,0.0,0.0
2440,2012-04-11 16:00:00,0.0,60.940416000000006,68.4303,0.0,0.0,0.0,0.0,35.1607,0.0,0.0,0.0,0.0,2.529,0.0,0.0,0.0,0.0,12.0319,0.0,0.0
2441,2012-04-11 17:00:00,0.0,59.011520999999995,68.4797,0.0,0.0,0.0,0.0,35.2288,0.0,0.0,0.0,0.0,2.5344,0.0,114.328528,0.0,0.0,12.0576,0.0,0.0
2443,2012-04-11 19:00:00,0.0,1693.674684,77.1805,0.0,240.0,0.0,60.0,39.9049,0.0,132.0,0.0,206.0,2.8732,0.0,957.0,0.0,191.6,13.6695,0.0,139.0
2444,2012-04-11 20:00:00,0.0,1684.883666,72.0774,0.0,240.0,0.0,60.0,36.9597,0.0,132.0,0.0,206.0,2.6575,0.0,957.0,0.0,191.6,12.6432,0.0,139.0
2445,2012-04-11 21:00:00,0.0,1686.281333,66.2629,0.0,240.0,0.0,60.0,33.8798,0.0,132.0,0.0,206.0,2.4349,0.0,957.0,0.0,191.6,11.584,0.0,139.0
2446,2012-04-11 22:00:00,0.0,1709.769373,60.8464,0.0,240.0,0.0,60.0,31.0787,0.0,132.0,0.0,206.0,2.2332,0.0,957.0,0.0,191.6,10.6245,0.0,139.0
2447,2012-04-11 23:00:00,0.0,1716.597906,55.9237,0.0,240.0,0.0,60.0,28.6488,0.0,132.0,0.0,206.0,2.0596,0.0,957.0,0.0,191.6,9.7986,0.0,139.0
2448,2012-04-12 00:00:00,0.0,1718.0136699999998,53.0336,0.0,240.0,0.0,60.0,27.2022,0.0,132.0,0.0,206.0,1.956,0.0,957.0,0.0,191.6,9.3058,0.0,139.0
2449,2012-04-12 01:00:00,0.0,1716.334608,51.8052,0.0,240.0,0.0,60.0,26.6381,0.0,132.0,0.0,206.0,1.9163,0.0,957.0,0.0,191.6,9.1166,0.0,139.0
2450,2012-04-12 02:00:00,0.0,1694.0958050000002,51.0425,0.0,240.0,0.0,60.0,26.2833,0.0,132.0,0.0,206.0,1.8912,0.0,957.0,0.0,191.6,8.9973,0.0,139.0
2451,2012-04-12 03:00:00,0.0,1683.609959,51.8967,0.0,240.0,0.0,60.0,26.7676,0.0,132.0,0.0,206.0,1.9266,0.0,957.0,0.0,191.6,9.1656,0.0,139.0
2452,2012-04-12 04:00:00,0.0,1675.938214,56.6296,0.0,240.0,0.0,60.0,29.3486,0.0,132.0,0.0,206.0,2.114,0.0,957.0,0.0,191.6,10.0573,0.0,139.0
2453,2012-04-12 05:00:00,0.0,1671.049435,63.5428,262.226985,240.0,0.0,60.0,33.1158,162.0,132.0,0.0,206.0,2.3875,0.0,957.0,0.0,191.6,11.3587,0.0,139.0
2454,2012-04-12 06:00:00,0.0,1667.3518199999999,69.2343,1050.0,240.0,0.0,60.0,36.1313,162.0,108.49671399999998,0.0,206.0,2.6055,492.56827000000004,957.0,0.0,191.6,12.3958,0.0,139.0
2455,2012-04-12 07:00:00,0.0,1669.791285,72.9305,99.888965,240.0,0.0,60.0,37.9259,162.0,66.054126,0.0,206.0,2.7334,0.0,957.0,0.0,191.6,13.0039,0.0,139.0
2456,2012-04-12 08:00:00,0.0,1676.78791,76.0502,0.0,240.0,0.0,60.0,39.328,0.0,0.0,0.0,206.0,2.8318,0.0,957.0,0.0,191.6,13.4723,0.0,0.0
2457,2012-04-12 09:00:00,0.0,1682.756588,75.7565,0.0,240.0,0.0,0.0,39.08,0.0,0.0,0.0,206.0,2.8128,0.0,957.0,0.0,0.0,13.3819,0.0,0.0
2458,2012-04-12 10:00:00,0.0,1701.7330149999998,76.4542,0.0,240.0,0.0,0.0,39.4079,0.0,0.0,0.0,206.0,2.836,0.0,957.0,0.0,0.0,13.4924,0.0,0.0
2460,2012-04-12 12:00:00,0.0,62.507372,72.2293,0.0,0.0,0.0,0.0,37.2405,0.0,0.0,0.0,0.0,2.6802,0.0,153.704963,0.0,0.0,12.7509,0.0,0.0
2461,2012-04-12 13:00:00,0.0,66.52398199999999,70.8444,0.0,0.0,0.0,0.0,36.4708,0.0,0.0,0.0,0.0,2.6241,0.0,0.0,0.0,0.0,12.4842,0.0,0.0
2462,2012-04-12 14:00:00,0.0,70.603655,71.0044,0.0,0.0,0.0,0.0,36.5389,0.0,0.0,0.0,0.0,2.6288,0.0,0.0,0.0,0.0,12.5067,0.0,0.0
2463,2012-04-12 15:00:00,0.0,61.483652,70.5785,0.0,0.0,0.0,0.0,36.3366,0.0,0.0,0.0,0.0,2.6145,0.0,0.0,0.0,0.0,12.4384,0.0,0.0
2464,2012-04-12 16:00:00,0.0,41.423146,70.0077,0.0,0.0,0.0,0.0,36.0673,0.0,0.0,0.0,0.0,2.5954,0.0,0.0,0.0,0.0,12.3476,0.0,0.0
2465,2012-04-12 17:00:00,0.0,29.957842,70.1953,0.0,0.0,0.0,0.0,36.2562,0.0,0.0,0.0,0.0,2.6101,0.0,0.0,0.0,0.0,12.4175,0.0,0.0
2466,2012-04-12 18:00:00,0.0,62.517596,72.6035,0.0,0.0,0.0,0.0,37.5598,0.0,0.0,0.0,0.0,2.7046,0.0,0.0,0.0,0.0,12.8674,0.0,0.0
2467,2012-04-12 19:00:00,0.0,213.35811600000002,76.862,0.0,0.0,0.0,0.0,39.8182,0.0,0.0,0.0,0.0,2.8679,0.0,332.215709,0.0,0.0,13.6442,0.0,0.0
2468,2012-04-12 20:00:00,0.0,51.143614,71.9208,0.0,0.0,0.0,0.0,36.8989,0.0,0.0,0.0,0.0,2.6534,0.0,0.0,0.0,0.0,12.6236,0.0,0.0
2469,2012-04-12 21:00:00,0.0,17.854323,66.2911,0.0,0.0,0.0,0.0,33.8909,0.0,0.0,0.0,0.0,2.4357,0.0,0.0,0.0,0.0,11.5877,0.0,0.0
2470,2012-04-12 22:00:00,0.0,8.458771,61.122,0.0,0.0,0.0,0.0,31.2146,0.0,0.0,0.0,0.0,2.2429,0.0,0.0,0.0,0.0,10.6707,0.0,0.0
2471,2012-04-12 23:00:00,0.0,0.540518,56.4893,0.0,0.0,0.0,0.0,28.9519,0.0,0.0,0.0,0.0,2.0816,0.0,0.0,0.0,0.0,9.9031,0.0,0.0
2472,2012-04-13 00:00:00,0.0,8.58664,53.0863,0.0,0.0,0.0,0.0,27.2342,0.0,0.0,0.0,0.0,1.9584,0.0,0.0,0.0,0.0,9.317,0.0,0.0
2473,2012-04-13 01:00:00,0.0,14.89059,51.7257,0.0,0.0,0.0,0.0,26.586,0.0,0.0,0.0,0.0,1.9124,0.0,0.0,0.0,0.0,9.0981,0.0,0.0
2474,2012-04-13 02:00:00,0.0,21.952442,51.4163,0.0,0.0,0.0,0.0,26.4848,0.0,0.0,0.0,0.0,1.9058,0.0,0.0,0.0,0.0,9.0668,0.0,0.0
2475,2012-04-13 03:00:00,0.0,20.369592,52.2399,0.0,0.0,0.0,0.0,26.9588,0.0,0.0,0.0,0.0,1.9405,0.0,0.0,0.0,0.0,9.2319,0.0,0.0
2476,2012-04-13 04:00:00,0.0,24.315770999999998,57.1397,0.0,0.0,0.0,0.0,29.6275,0.0,0.0,0.0,0.0,2.1343,0.0,0.0,0.0,0.0,10.1537,0.0,0.0
2477,2012-04-13 05:00:00,0.0,29.093132,64.1666,0.0,0.0,0.0,0.0,33.4453,0.0,0.0,0.0,0.0,2.4113,0.0,0.0,0.0,0.0,11.472,0.0,0.0
2478,2012-04-13 06:00:00,0.0,20.720732,69.4434,0.0,0.0,0.0,0.0,36.2654,0.0,0.0,0.0,0.0,2.6155,0.0,696.5682360000001,0.0,0.0,12.4432,0.0,0.0
2479,2012-04-13 07:00:00,0.0,44.597568,73.3002,0.0,0.0,0.0,0.0,38.1391,0.0,0.0,0.0,0.0,2.749,0.0,0.0,0.0,0.0,13.0782,0.0,0.0
2480,2012-04-13 08:00:00,0.0,51.365786,75.8639,0.0,0.0,0.0,0.0,39.2107,0.0,0.0,0.0,0.0,2.8231,0.0,0.0,0.0,0.0,13.4309,0.0,0.0
2481,2012-04-13 09:00:00,0.0,74.830384,76.5333,0.0,0.0,0.0,0.0,39.5083,0.0,0.0,0.0,0.0,2.844,0.0,0.0,0.0,0.0,13.5301,0.0,0.0
2482,2012-04-13 10:00:00,0.0,89.076039,76.7007,0.0,0.0,0.0,0.0,39.5387,0.0,0.0,0.0,0.0,2.8455,0.0,0.0,0.0,0.0,13.5373,0.0,0.0
2483,2012-04-13 11:00:00,0.0,110.11215200000001,75.5639,0.0,0.0,0.0,0.0,38.8737,0.0,0.0,0.0,0.0,2.7967,0.0,0.0,0.0,0.0,13.3052,0.0,0.0
2484,2012-04-13 12:00:00,0.0,133.534269,72.4738,0.0,0.0,0.0,0.0,37.3239,0.0,0.0,0.0,0.0,2.6856,0.0,0.0,0.0,0.0,12.777,0.0,0.0
2485,2012-04-13 13:00:00,0.0,148.286691,70.4495,0.0,0.0,0.0,0.0,36.2114,0.0,0.0,0.0,0.0,2.6048,0.0,0.0,0.0,0.0,12.3922,0.0,0.0
2486,2012-04-13 14:00:00,0.0,169.882744,69.9173,0.0,0.0,0.0,0.0,35.9057,0.0,0.0,0.0,0.0,2.5824,0.0,0.0,0.0,0.0,12.2857,0.0,0.0
2487,2012-04-13 15:00:00,0.0,200.164524,69.7067,0.0,0.0,0.0,0.0,35.8168,0.0,0.0,0.0,0.0,2.5762,0.0,0.0,0.0,0.0,12.2564,0.0,0.0
2488,2012-04-13 16:00:00,0.0,158.573446,68.9699,0.0,0.0,0.0,0.0,35.4529,0.0,0.0,0.0,0.0,2.5502,0.0,0.0,0.0,0.0,12.1327,0.0,0.0
2489,2012-04-13 17:00:00,0.0,150.974759,68.5227,0.0,0.0,0.0,0.0,35.2591,0.0,0.0,0.0,0.0,2.5367,0.0,0.0,0.0,0.0,12.0684,0.0,0.0
2490,2012-04-13 18:00:00,0.0,172.024422,70.8553,0.0,0.0,0.0,0.0,36.5199,0.0,0.0,0.0,0.0,2.6282,0.0,0.0,0.0,0.0,12.5035,0.0,0.0
2491,2012-04-13 19:00:00,0.0,182.469699,75.5171,0.0,0.0,0.0,0.0,39.0031,0.0,0.0,0.0,0.0,2.8078,0.0,0.0,0.0,0.0,13.3582,0.0,0.0
2492,2012-04-13 20:00:00,0.0,181.008265,71.1481,0.0,0.0,0.0,0.0,36.4689,0.0,0.0,0.0,0.0,2.6221,0.0,0.0,0.0,0.0,12.4745,0.0,0.0
2493,2012-04-13 21:00:00,0.0,140.738924,66.1711,0.0,0.0,0.0,0.0,33.8469,0.0,0.0,0.0,0.0,2.4327,0.0,0.0,0.0,0.0,11.5736,0.0,0.0
2494,2012-04-13 22:00:00,0.0,113.88401599999999,61.4723,0.0,0.0,0.0,0.0,31.4244,0.0,0.0,0.0,0.0,2.2584,0.0,0.0,0.0,0.0,10.7442,0.0,0.0
2495,2012-04-13 23:00:00,0.0,98.594537,56.4907,0.0,0.0,0.0,0.0,28.9228,0.0,0.0,0.0,0.0,2.0791,0.0,0.0,0.0,0.0,9.8914,0.0,0.0
2496,2012-04-14 00:00:00,0.0,-8.7411,53.2555,0.0,0.0,0.0,0.0,27.2979,0.0,0.0,0.0,0.0,1.9627,0.0,0.0,0.0,0.0,9.3375,0.0,0.0
2497,2012-04-14 01:00:00,0.0,-8.232,51.1179,0.0,0.0,0.0,0.0,26.2627,0.0,0.0,0.0,0.0,1.889,0.0,0.0,0.0,0.0,8.9869,0.0,0.0
2498,2012-04-14 02:00:00,0.0,-7.9823,50.1319,0.0,0.0,0.0,0.0,25.7909,0.0,0.0,0.0,0.0,1.8555,0.0,0.0,0.0,0.0,8.8274,0.0,0.0
2499,2012-04-14 03:00:00,0.0,-7.8588,49.5889,0.0,0.0,0.0,0.0,25.5257,0.0,0.0,0.0,0.0,1.8366,0.0,0.0,0.0,0.0,8.7374,0.0,0.0
2500,2012-04-14 04:00:00,0.0,-7.91,50.6241,0.0,0.0,0.0,0.0,26.1017,0.0,0.0,0.0,0.0,1.8785,0.0,0.0,0.0,0.0,8.9371,0.0,0.0
2501,2012-04-14 05:00:00,0.0,-7.9187,51.9478,0.0,0.0,0.0,0.0,26.8599,0.0,0.0,0.0,0.0,1.934,0.0,0.0,0.0,0.0,9.201,0.0,0.0
2502,2012-04-14 06:00:00,0.0,-8.0597,54.3464,0.0,0.0,0.0,0.0,28.1859,0.0,0.0,0.0,0.0,2.0305,0.0,0.0,0.0,0.0,9.6601,0.0,0.0
2503,2012-04-14 07:00:00,0.0,-8.5692,60.0846,0.0,0.0,0.0,0.0,31.2924,0.0,0.0,0.0,0.0,2.2558,0.0,0.0,0.0,0.0,10.7321,0.0,0.0
2504,2012-04-14 08:00:00,0.0,-9.3994,65.3052,0.0,0.0,0.0,0.0,33.9786,0.0,0.0,0.0,0.0,2.4491,0.0,0.0,0.0,0.0,11.6515,0.0,0.0
