time,export_node_162,export_node_130,export_node_68,export_node_100,export_node_6,export_node_98,export_node_137,export_node_170,export_node_172,export_node_108,export_node_111,export_node_144,export_node_112,export_node_146,export_node_19,export_node_85,export_node_154,export_node_59,export_node_124,export_node_127
2012-01-03 17:00:00,1923.703978,-36.293336,-56.287213,-428.937055,-93.491255,55.466091,2086.799859,-2387.339337,1057.345520,46.494793,-3157.083596,1522.049407,1.153391,-1506.814307,637.600414,-1.893657,-2148.873635,-15.379573,1976.721401,1663.711583
2012-01-03 18:00:00,1920.837553,-36.562248,1141.330750,-435.968990,-257.825653,25.796419,2085.004566,-2425.651086,1057.049690,54.042973,-3207.042869,1510.622146,-2.473348,-1555.433579,619.314345,-19.550309,-2185.372358,-11.238128,1970.815375,1660.942041
2012-01-03 19:00:00,1920.287550,-36.416757,1146.115485,-435.104587,-325.853903,1.191626,2083.802137,-2415.521090,1076.781749,38.134667,-3210.912823,1483.156542,-4.344053,-1569.280688,615.291693,-25.834952,-2187.406612,-10.282306,1968.384432,1661.151552
2012-01-03 20:00:00,1919.996275,-34.348210,366.547034,-431.607512,-335.373645,-3.223325,2087.845689,-2394.831870,1083.085581,32.939844,-3179.197126,1502.283686,-5.394053,-1551.351228,622.915718,-9.992488,-2163.842149,-4.672220,1971.779875,1663.442950
2012-01-03 21:00:00,1922.545705,-34.489769,-50.075009,-408.034593,-288.242263,-8.015122,2092.002297,-2257.814407,1086.835074,38.117660,-3002.329267,1542.744458,-3.331804,-1459.744853,635.693782,11.330061,-2043.399232,-1.674805,1978.704204,1664.527420
2012-01-03 22:00:00,1926.430923,-30.523883,-40.119960,-370.219608,-216.257857,-4.632410,2099.649638,-2051.550924,1106.794047,33.346178,-2747.603358,1525.455939,-4.383119,-1330.553300,650.665483,14.211697,-1872.241166,-0.139047,2003.924379,1663.038322
2012-01-03 23:00:00,1930.298270,-27.643232,-25.455270,-328.953977,-779.025185,-2.793589,2109.644892,-1864.398616,1120.137181,23.917746,-2506.320175,1491.552582,-2.481328,-1205.142034,657.464138,20.662394,-1717.183530,7.840939,2038.146487,1219.132550
2012-01-04 00:00:00,1933.667758,-22.508562,-7.911112,-285.538763,-1303.766614,-13.273688,2116.216025,-1686.744906,1131.270537,25.188674,-2267.495436,1486.624253,-4.787080,-1074.583124,676.889587,62.499871,-1557.555638,22.057494,2058.097782,0.158349
2012-01-04 01:00:00,1937.393638,-17.276504,-0.293184,-271.567383,-1233.976138,-20.041948,2119.071460,-1580.537991,1130.564543,31.319480,-2114.831048,1534.397164,-4.863635,-986.556341,567.232074,131.338382,-1452.676976,14.432982,2060.684711,1.533618
2012-01-04 02:00:00,697.926511,-12.899671,-3.337757,-267.649618,-1127.020937,-19.637619,2120.253045,-1540.377679,1128.357250,49.009544,-2050.345727,1664.655763,-6.213018,-920.973728,608.352167,140.373316,-1408.619385,8.238718,2055.511993,0.514768
2012-01-04 03:00:00,-8.573399,-12.388144,-13.535033,-264.774927,-1098.250456,-16.771726,1770.529463,-1523.231185,1124.975449,46.770196,-2029.941547,1397.648780,-3.163324,-907.518409,636.770568,63.508021,-1391.021082,2.259184,2075.194914,-2.482053
2012-01-04 04:00:00,-1.565977,-10.922609,-11.156420,-261.306051,-1054.810702,-14.232049,1291.873051,-1530.469102,1224.995715,40.413955,-2079.850286,1515.794742,0.298000,-922.402717,661.836300,62.418320,-1416.012280,3.144636,2089.415913,-8.474500
2012-01-04 05:00:00,-1.566379,-10.634975,-18.315718,-272.060160,-1062.549831,-13.460248,1034.634958,-1612.094329,1338.933585,52.928729,-2263.876899,1591.479193,0.128205,-963.040025,665.752668,55.915733,-1540.944377,2.488938,2066.835057,-8.860300
2012-01-04 06:00:00,7.626014,-21.706270,-20.987798,-318.516040,-1094.063819,-15.243902,1678.036471,-1738.528739,1470.554453,46.518190,-2563.899490,1423.725313,-1.602453,-1210.853134,640.148488,46.988739,-1754.091236,-1.042975,2083.938656,-7.464119
2012-01-04 07:00:00,682.583509,-24.434069,-33.777094,-382.091904,-1188.062985,-24.014541,2127.523528,-1947.946126,1564.933005,39.882018,-2851.724350,1238.273688,-8.821640,-1387.559100,614.376312,82.270043,-1965.475082,12.824168,2063.325217,-9.033227
2012-01-04 08:00:00,250.802014,-22.666157,-48.588908,-336.754158,-1336.487931,-9.077147,2131.405777,-2156.608768,1554.998774,39.066838,-3053.175552,1252.763579,-8.170367,-1453.207033,617.787091,74.570890,-2092.256832,22.398437,2068.709193,-8.343553
2012-01-04 09:00:00,63.350335,-11.465029,-54.375427,-154.271686,-1513.034450,2.572334,1340.023742,-2169.575130,1563.533954,80.039026,-3087.593693,340.621049,-3.075693,-1479.904671,661.676141,47.419727,-2126.197003,-6.792864,2090.751579,-12.410700
2012-01-04 10:00:00,94.885155,-4.489204,-53.174539,-8.067440,-1593.548586,39.659470,1384.106868,-2090.878148,554.352652,137.416426,-3044.422620,421.372655,-0.907059,-1464.084817,743.694451,66.671793,-2107.055671,-12.150585,8.710770,-12.765200
2012-01-04 11:00:00,103.363866,5.511791,-36.039123,63.428902,-1586.642438,85.546181,54.834822,-1909.231365,591.425285,172.397933,-2983.674524,384.100473,-13.468000,-1415.790500,629.545248,78.924660,-2061.606413,-14.692216,9.398820,-12.682100
2012-01-04 12:00:00,99.061217,7.370270,-29.459695,154.434882,-1284.310645,102.503778,40.636890,-1813.029143,651.965784,217.070201,-2966.029006,393.266665,-13.366800,-1374.824078,114.508930,108.351840,-2043.901031,-11.622128,34.426854,-12.735500
2012-01-04 13:00:00,95.092756,20.136555,-28.837643,258.061056,-1497.642662,97.244720,37.458981,-1865.501880,652.933236,258.717811,-2865.845180,465.399169,-12.811500,-1327.457657,182.544891,127.305787,-1958.733424,-9.425020,32.508915,-12.135400
2012-01-04 14:00:00,72.340873,10.079323,-30.876292,251.189354,-1489.896470,72.330252,39.385207,-1911.779373,567.613563,255.337010,-2816.144511,454.692287,-12.526100,-1319.708144,169.340920,139.581630,-1921.401911,-6.496697,40.912272,-12.092600
2012-01-04 15:00:00,36.250399,-7.901084,-34.773627,133.340698,-1507.267724,39.318813,34.614287,-1981.797522,923.389165,259.840270,-2859.828333,413.172650,7.762046,-1342.456628,692.081265,74.674847,-1939.684895,-2.729926,6.949077,-12.154300
2012-01-04 16:00:00,1468.722142,-27.775064,-54.864681,47.993301,-1073.943304,-27.501435,2117.775393,-2074.327881,1513.395805,260.797573,-2923.730889,1294.470319,-12.392668,-1423.550491,561.770776,75.522389,-2009.633083,-15.229930,324.118928,-3.457002
2012-01-04 17:00:00,1936.677313,-35.614902,-59.427275,59.139051,-1066.345997,-32.713317,2122.442764,-2210.251978,1457.200775,220.312995,-3130.864171,1717.792797,-12.518089,-1516.113597,588.547415,63.656245,-2154.243750,-18.304628,2121.238837,-8.868349
2012-01-04 18:00:00,1925.467505,-31.249173,-62.323126,92.086535,-1219.904454,-37.259777,2109.188167,-2094.905279,1483.789683,204.960171,-3175.348089,1690.069601,-13.040612,-1555.203658,722.351712,24.329687,-2200.239532,-16.126303,2097.560707,740.793290
2012-01-04 19:00:00,1923.264480,-36.225598,-62.862814,42.113653,-467.089983,-38.048996,2121.635355,-2061.875343,1563.779974,167.331089,-3181.596113,1563.156832,-13.245372,-1551.308340,688.404816,-12.282780,-2200.870530,-19.309835,2132.198010,1537.315046
